iter	RMSE
1513	0.1692140163
1514	0.1692060168
1515	0.1691885265
1516	0.1691752644
1517	0.1691652076
1518	0.169146585
1519	0.1691290625
1520	0.1691077216
1521	0.1690923732
1522	0.1690747815
1523	0.1690605991
1524	0.1690388799
1525	0.1690154973
1526	0.1689965153
1527	0.1689821373
1528	0.1689625041
1529	0.1689566332
1530	0.1689427482
1531	0.1689321423
1532	0.1689243536
1533	0.1689139714
1534	0.1689019268
1535	0.1688926664
1536	0.1688857346
1537	0.1688679142
1538	0.1688531209
1539	0.1688442761
1540	0.1688378254
1541	0.1688263434
1542	0.1688139589
1543	0.1688092417
1544	0.1688001645
1545	0.1687870489
1546	0.1687702352
1547	0.168757599
1548	0.1687436022
1549	0.1687222035
1550	0.1686981778
1551	0.1686810941
1552	0.1686692057
1553	0.1686538461
1554	0.1686402233
1555	0.1686263562
1556	0.1686066999
1557	0.1685815592
1558	0.1685722546
1559	0.1685620894
1560	0.1685423531
1561	0.1685161847
1562	0.1684902033
1563	0.1684850632
1564	0.1684601835
1565	0.1684473146
1566	0.1684396216
1567	0.1684239952
1568	0.1684095329
1569	0.1683866009
1570	0.1683681296
1571	0.1683503948
1572	0.1683331143
1573	0.1683193495
1574	0.1683138701
1575	0.1683040802
1576	0.1682702048
1577	0.1682571071
1578	0.1682367192
1579	0.1682195251
1580	0.1682014155
1581	0.1681896488
1582	0.16818253
1583	0.1681676032
1584	0.1681419459
1585	0.1681334677
1586	0.1681134995
1587	0.1681052758
1588	0.168086987
1589	0.1680692937
1590	0.1680574354
1591	0.1680456406
1592	0.1680335732
1593	0.1680204221
1594	0.1680088156
1595	0.1679935938
1596	0.1679675965
1597	0.1679587789
1598	0.1679412473
1599	0.1679219854
1600	0.1678948607
1601	0.1678844124
1602	0.1678700702
1603	0.1678472406
1604	0.1678363047
1605	0.1678154389
1606	0.1677947128
1607	0.1677839026
1608	0.1677757739
1609	0.1677577082
1610	0.1677435847
1611	0.1677347167
1612	0.1677259917
1613	0.1677105183
1614	0.1676943154
1615	0.1676862531
1616	0.167665064
1617	0.16765631
1618	0.167632424
1619	0.1676174485
1620	0.1676126118
1621	0.1675928613
1622	0.1675773104
1623	0.1675636657
1624	0.1675529691
1625	0.1675415319
1626	0.1675267204
1627	0.1675137859
1628	0.1674980221
1629	0.1674910145
1630	0.1674806298
1631	0.1674635125
1632	0.1674559773
1633	0.1674445076
1634	0.1674380398
1635	0.16742734
1636	0.1674047567
1637	0.1673942286
1638	0.1673739035
1639	0.1673553885
1640	0.1673387889
1641	0.1673248345
1642	0.1673105601
1643	0.1672899374
1644	0.1672781268
1645	0.1672500634
1646	0.1672397514
1647	0.1672226189
1648	0.1672084435
1649	0.1671895411
1650	0.1671793826
1651	0.1671542739
1652	0.1671387309
1653	0.1671309688
1654	0.167108102
1655	0.1670872748
1656	0.1670743516
1657	0.1670636752
1658	0.1670488004
1659	0.1670393219
1660	0.1670299479
1661	0.1670177713
1662	0.1670017058
1663	0.1669880811
1664	0.1669753077
1665	0.1669663399
1666	0.1669503023
1667	0.1669293277
1668	0.1669135526
1669	0.1668961688
1670	0.1668868252
1671	0.1668659401
1672	0.1668599243
1673	0.1668476125
1674	0.1668462717
1675	0.166831866
1676	0.1668166674
1677	0.1668014296
1678	0.1667859889
1679	0.1667677095
1680	0.1667604479
1681	0.1667422672
1682	0.166734395
1683	0.1667269296
1684	0.1666975123
1685	0.1666813307
1686	0.1666643155
1687	0.1666565738
1688	0.1666362983
1689	0.1666276229
1690	0.1666138337
1691	0.1666050394
1692	0.1665871439
1693	0.1665735476
1694	0.1665612404
1695	0.1665386818
1696	0.1665165912
1697	0.1665022141
1698	0.166486431
1699	0.1664791677
1700	0.1664694969
1701	0.1664520078
1702	0.1664409988
1703	0.1664293071
1704	0.1664135051
1705	0.1663969628
1706	0.1663935248
1707	0.166379603
1708	0.1663720477
1709	0.1663497176
1710	0.1663397
1711	0.1663188324
1712	0.1663055987
1713	0.1662953188
1714	0.1662804858
1715	0.1662566171
1716	0.166240515
1717	0.1662264395
1718	0.1662205825
1719	0.1662084266
1720	0.166198283
1721	0.1661855203
1722	0.1661664201
1723	0.1661445131
1724	0.166123678
1725	0.1661140616
1726	0.1660945383
1727	0.1660819587
1728	0.1660734238
1729	0.166063809
1730	0.1660476927
1731	0.166033991
1732	0.1660187629
1733	0.1660075985
1734	0.1659945653
1735	0.165980345
1736	0.1659715023
1737	0.1659570291
1738	0.1659423788
1739	0.1659290641
1740	0.1659124635
1741	0.1659017806
1742	0.1658926689
1743	0.1658684495
1744	0.165854867
1745	0.1658386297
1746	0.1658287896
1747	0.1658118503
1748	0.1657894637
1749	0.1657715456
1750	0.1657596576
1751	0.1657482945
1752	0.1657369245
1753	0.1657176666
1754	0.1657094125
1755	0.1656929451
1756	0.1656776715
1757	0.1656564778
1758	0.1656493595
1759	0.1656362277
1760	0.1656193318
1761	0.1656029486
1762	0.1655905525
1763	0.1655852925
1764	0.1655767361
1765	0.1655570582
1766	0.1655430903
1767	0.1655234699
1768	0.1655143921
1769	0.1654988417
1770	0.1654820566
1771	0.1654729192
1772	0.1654593593
1773	0.1654362957
1774	0.1654230951
1775	0.1654101958
1776	0.1654040053
1777	0.1653911731
1778	0.1653805629
1779	0.165366351
1780	0.1653443909
1781	0.1653270831
1782	0.1653156596
1783	0.1652986621
1784	0.1652879251
1785	0.1652735713
1786	0.1652529476
1787	0.1652398223
1788	0.1652273151
1789	0.1652131537
1790	0.1651960705
1791	0.165186488
1792	0.1651762939
1793	0.1651624557
1794	0.1651469732
1795	0.1651320967
1796	0.1651192261
1797	0.1650989387
1798	0.1650891055
1799	0.1650729142
1800	0.165052443
1801	0.1650405963
1802	0.1650266177
1803	0.16500896
1804	0.1649913956
1805	0.1649830304
1806	0.16496589
1807	0.1649587834
1808	0.1649459306
1809	0.1649298152
1810	0.1649072207
1811	0.1649015127
1812	0.1649003655
1813	0.16489049
1814	0.1648814542
1815	0.164869241
1816	0.1648510271
1817	0.164835636
1818	0.1648322639
1819	0.1648242357
1820	0.1648110306
1821	0.1648031409
1822	0.164785917
1823	0.1647672176
1824	0.1647596432
1825	0.1647511948
1826	0.1647389605
1827	0.1647291353
1828	0.1647047723
1829	0.1646846436
1830	0.1646721641
1831	0.1646583954
1832	0.164649881
1833	0.1646404309
1834	0.1646288706
1835	0.1646179232
1836	0.1646047358
1837	0.1645927137
1838	0.1645770363
1839	0.1645658954
1840	0.1645548467
1841	0.1645363113
1842	0.1645246068
1843	0.1645072501
1844	0.164489547
1845	0.1644742101
1846	0.1644600774
1847	0.1644464062
1848	0.164424564
1849	0.1644003465
1850	0.1643902204
1851	0.1643781585
1852	0.1643670455
1853	0.1643534191
1854	0.1643348394
1855	0.1643192586
1856	0.1643067788
1857	0.164285693
1858	0.1642715058
1859	0.1642606274
1860	0.1642522695
1861	0.1642414829
1862	0.1642210658
1863	0.1642081425
1864	0.1641945406
1865	0.1641838346
1866	0.1641760422
1867	0.1641635445
1868	0.1641565369
1869	0.1641378943
1870	0.1641182087
1871	0.1641131983
1872	0.1640949982
1873	0.1640775012
1874	0.1640695768
1875	0.1640530702
1876	0.1640486876
1877	0.1640318656
1878	0.1640228491
1879	0.1640110987
1880	0.1639986531
1881	0.1639877087
1882	0.1639828383
1883	0.1639745454
1884	0.1639692745
1885	0.1639635974
1886	0.1639530977
1887	0.1639362121
1888	0.163917518
1889	0.1639038044
1890	0.1638884726
1891	0.1638775094
1892	0.1638676157
1893	0.1638533511
1894	0.1638413671
1895	0.1638273927
1896	0.1638176881
1897	0.1638161299
1898	0.1638052314
1899	0.1637955178
1900	0.1637885197
1901	0.1637760346
1902	0.1637623877
1903	0.1637461015
1904	0.1637371385
1905	0.1637270247
1906	0.1637197017
1907	0.1637083473
1908	0.1637044652
1909	0.1636937896
1910	0.1636825315
1911	0.1636587953
1912	0.1636482642
1913	0.1636334515
1914	0.1636155404
1915	0.1635936704
1916	0.1635813704
1917	0.1635745625
1918	0.1635588486
1919	0.163547998
1920	0.1635291797
1921	0.1635155455
1922	0.163504749
1923	0.1634943127
1924	0.1634787381
1925	0.1634655871
1926	0.1634581786
1927	0.163443989
1928	0.1634343257
1929	0.1634129697
1930	0.1633897215
1931	0.1633681912
1932	0.163357054
1933	0.1633435958
1934	0.1633363484
1935	0.1633163403
1936	0.1632983431
1937	0.1632808638
1938	0.1632719208
1939	0.1632656903
1940	0.1632563255
1941	0.1632391736
1942	0.1632322787
1943	0.1632129653
1944	0.163204467
1945	0.1631871546
1946	0.1631648264
1947	0.1631526035
1948	0.1631314234
1949	0.1631081662
1950	0.1630958133
1951	0.1630855721
1952	0.1630689731
1953	0.1630590757
1954	0.1630465748
1955	0.1630304843
1956	0.1630176198
1957	0.1630007383
1958	0.1629875617
1959	0.1629735391
1960	0.1629578589
1961	0.1629444372
1962	0.1629334958
1963	0.1629203047
1964	0.1629036929
1965	0.1628891633
1966	0.1628736221
1967	0.1628638255
1968	0.1628416021
1969	0.1628253811
1970	0.1628092411
1971	0.1628006821
1972	0.1627892311
1973	0.1627688134
1974	0.1627550145
1975	0.1627456659
1976	0.1627297111
1977	0.1627185649
1978	0.162705481
1979	0.1626935995
1980	0.1626741974
1981	0.1626567618
1982	0.1626409467
1983	0.16262722
1984	0.162613539
1985	0.1626017867
1986	0.1625904777
1987	0.1625712419
1988	0.1625639565
1989	0.162543632
1990	0.1625271876
1991	0.1625154891
1992	0.1625101092
1993	0.162496248
1994	0.1624766615
1995	0.1624666598
1996	0.162453324
1997	0.1624449707
1998	0.1624362586
1999	0.1624308252
