iter	RMSE
204	0.1941450723
205	0.1941199946
206	0.1941039733
207	0.1940808109
208	0.194053476
209	0.1940261559
210	0.1940093734
211	0.193990165
212	0.1939667813
213	0.1939309884
214	0.1939121319
215	0.1938818546
216	0.1938366707
217	0.1938178767
218	0.1938013621
219	0.193780314
220	0.1937477726
221	0.193715285
222	0.1936864411
223	0.1936452573
224	0.1936210503
225	0.1936020848
226	0.1935700678
227	0.1935457898
228	0.1935248139
229	0.1935052331
230	0.1934747943
231	0.193444113
232	0.1934068038
233	0.1933578592
234	0.1933266461
235	0.1932916055
236	0.1932646195
237	0.1932229932
238	0.1932115745
239	0.1931932591
240	0.1931738692
241	0.1931525239
242	0.19312916
243	0.1930934884
244	0.1930677455
245	0.1930471394
246	0.193021524
247	0.1930021588
248	0.1929733623
249	0.1929605097
250	0.1929288407
251	0.1928995361
252	0.1928703659
253	0.1928528899
254	0.1928372851
255	0.1928238082
256	0.1928002405
257	0.1927791343
258	0.1927555331
259	0.1927328257
260	0.1927124948
261	0.1926907888
262	0.1926650762
263	0.192636532
264	0.1926199856
265	0.1925924389
266	0.1925666815
267	0.1925516553
268	0.192501073
269	0.1924768889
270	0.1924566149
271	0.1924368352
272	0.1924245049
273	0.1923939513
274	0.192374716
275	0.1923544517
276	0.1923234149
277	0.1923085031
278	0.19228943
279	0.1922580781
280	0.1922251692
281	0.1921897182
282	0.1921668498
283	0.1921490848
284	0.1921068492
285	0.192085043
286	0.1920584337
287	0.1920437955
288	0.1920199293
289	0.1920025518
290	0.1919800539
291	0.1919619498
292	0.1919329529
293	0.1919102485
294	0.1918872647
295	0.1918658009
296	0.191837933
297	0.1918153415
298	0.1918028357
299	0.1917863811
300	0.1917499952
301	0.1917263035
302	0.1917080642
303	0.1916885707
304	0.1916644957
305	0.1916450849
306	0.1916313025
307	0.1916053692
308	0.1915844913
309	0.191563194
310	0.1915383652
311	0.1915001808
312	0.1914704479
313	0.1914459011
314	0.191420859
315	0.1914006411
316	0.1913828416
317	0.1913497392
318	0.1913194961
319	0.1913003119
320	0.1912668652
321	0.1912479657
322	0.191222645
323	0.1911989648
324	0.1911729912
325	0.1911521966
326	0.1911356537
327	0.1911131582
328	0.1910591548
329	0.1910370392
330	0.1910178183
331	0.1909960531
332	0.1909625182
333	0.1909387158
334	0.1909153781
335	0.1908928509
336	0.1908744333
337	0.1908526961
338	0.1908261945
339	0.1908030005
340	0.190771981
341	0.1907337945
342	0.1907172584
343	0.1906952623
344	0.1906746342
345	0.1906564485
346	0.1906227828
347	0.190590726
348	0.1905638606
349	0.1905390054
350	0.1905167238
351	0.1904961945
352	0.190465509
353	0.190438085
354	0.1904078343
355	0.1903936904
356	0.1903752971
357	0.1903393728
358	0.1902985782
359	0.1902719039
360	0.1902438478
361	0.1902090421
362	0.1901854422
363	0.1901711448
364	0.1901548688
365	0.1901423934
366	0.1901099537
367	0.1900866217
368	0.1900594997
369	0.1900290347
370	0.1900032228
371	0.1899751391
372	0.1899523579
373	0.1899220821
374	0.1899123559
375	0.189901323
376	0.1898827048
377	0.1898673639
378	0.1898480564
379	0.1898210646
380	0.1897829715
381	0.1897617775
382	0.1897467381
383	0.1897350743
384	0.1897134035
385	0.18967615
386	0.1896608266
387	0.1896404183
388	0.1896207368
389	0.1895889015
390	0.1895685613
391	0.1895576093
392	0.1895404763
393	0.1895157203
394	0.1894903271
395	0.1894598336
396	0.1894392686
397	0.1894094338
398	0.1893814378
399	0.1893585161
400	0.1893414665
401	0.1893213956
402	0.1892995422
403	0.1892833265
404	0.1892618877
405	0.1892278236
406	0.1892057209
407	0.1891748861
408	0.1891503898
409	0.1891180484
410	0.1890924446
411	0.1890567821
412	0.1890273974
413	0.1890040924
414	0.1889737475
415	0.1889569463
416	0.1889351872
417	0.1888819217
418	0.1888675662
419	0.1888539681
420	0.1888247343
421	0.1887886793
422	0.1887758237
423	0.18874423
424	0.1887118302
425	0.1886792013
426	0.1886569932
427	0.1886333711
428	0.1886116207
429	0.1885997603
430	0.1885756521
431	0.1885546209
432	0.1885361691
433	0.1885142144
434	0.1885005137
435	0.1884798527
436	0.1884608041
437	0.1884318922
438	0.1884191944
439	0.1883885223
440	0.1883677742
441	0.18833285
442	0.1883103557
443	0.1882827765
444	0.1882580635
445	0.1882231806
446	0.1881974489
447	0.1881638888
448	0.1881493684
449	0.1881340434
450	0.1881083071
451	0.1880872318
452	0.1880661703
453	0.1880453461
454	0.1880222995
455	0.1879965977
456	0.1879771396
457	0.187955248
458	0.1879424911
459	0.1879201409
460	0.1878815416
461	0.1878503094
462	0.1878320671
463	0.1878127103
464	0.1877856989
465	0.1877680076
466	0.187748168
467	0.187725653
468	0.187691618
469	0.1876528425
470	0.1876203439
471	0.187586272
472	0.18756589
473	0.1875272867
474	0.187510352
475	0.1874962251
476	0.1874764313
477	0.1874498155
478	0.187430049
479	0.1874234685
480	0.1874111942
481	0.1873728209
482	0.1873466929
483	0.1873298601
484	0.1873061873
485	0.1872940002
486	0.1872667362
487	0.1872423814
488	0.1872136768
489	0.1872012762
490	0.1871663636
491	0.1871454132
492	0.1871174567
493	0.1871003295
494	0.1870790204
495	0.1870638055
496	0.1870243959
497	0.1870005844
498	0.1869800898
499	0.1869530277
500	0.1869227288
501	0.1868986555
502	0.1868822494
503	0.1868671134
504	0.1868500481
505	0.1868212649
506	0.1868098459
507	0.1867916037
508	0.1867691814
509	0.1867460995
510	0.1867281911
511	0.1867061961
512	0.1866932204
513	0.1866723239
514	0.1866535217
515	0.1866204154
516	0.1866041845
517	0.1865784532
518	0.1865637482
519	0.1865389917
520	0.186526257
521	0.1865085574
522	0.1864883462
523	0.1864647157
524	0.1864478883
525	0.1864309304
526	0.186412689
527	0.1863878315
528	0.1863668708
529	0.1863462961
530	0.186324635
531	0.1863040175
532	0.1862779142
533	0.1862628457
534	0.1862368568
535	0.1862196316
536	0.1862005732
537	0.1861872133
538	0.1861762768
539	0.1861550747
540	0.1861326764
541	0.1861156725
542	0.1861045145
543	0.1860899715
544	0.1860687942
545	0.1860437117
546	0.1860140436
547	0.1860018449
548	0.1859670444
549	0.1859381514
550	0.1859299652
551	0.1859235733
552	0.1858992788
553	0.1858790768
554	0.185859092
555	0.1858450673
556	0.1858360894
557	0.1858251141
558	0.1858073146
559	0.1857760622
560	0.1857530273
561	0.1857244009
562	0.185713258
563	0.1856935394
564	0.185661989
565	0.1856442971
566	0.1856222048
567	0.1856043201
568	0.1855754932
569	0.1855527931
570	0.1855288256
571	0.1855166602
572	0.1855010435
573	0.185485914
574	0.185463897
575	0.1854388137
576	0.1854168957
577	0.1853948834
578	0.18537254
579	0.185353755
580	0.1853373304
581	0.1853130773
582	0.1853012984
583	0.185271484
584	0.1852450763
585	0.1852126866
586	0.1851963065
587	0.1851737465
588	0.1851492564
589	0.1851358278
590	0.1851189934
591	0.1850894531
592	0.1850696927
593	0.1850451904
594	0.1850229391
595	0.1850006542
596	0.1849846308
597	0.1849628975
598	0.1849336088
599	0.1849101803
600	0.1849049405
601	0.1848831194
602	0.1848611655
603	0.184833653
604	0.1848145083
605	0.1847733904
606	0.1847576947
607	0.1847316532
608	0.184720517
609	0.1847046856
610	0.1846850209
611	0.1846646327
612	0.1846301632
613	0.1846011834
614	0.1845752329
615	0.1845526208
616	0.1845373171
617	0.184512146
618	0.1844867153
619	0.184472349
620	0.1844507075
621	0.1844294083
622	0.1844014568
623	0.184387511
624	0.1843712153
625	0.1843475267
626	0.1843190898
627	0.1843019277
628	0.1842822697
629	0.1842562243
630	0.184236707
631	0.1842232362
632	0.1842131417
633	0.1841879249
634	0.1841764911
635	0.1841631766
636	0.1841490061
637	0.1841342749
638	0.1841174061
639	0.1841043751
640	0.1840921111
641	0.1840637659
642	0.1840398713
643	0.1840366912
644	0.1840221462
645	0.1840038105
646	0.1839887904
647	0.1839551549
648	0.1839315623
649	0.183913432
650	0.1838923336
651	0.1838705922
652	0.1838487251
653	0.1838277823
654	0.1838037052
655	0.1837844507
656	0.1837579464
657	0.1837440007
658	0.1837292844
659	0.183705891
660	0.1836932623
661	0.1836765044
662	0.1836617174
663	0.1836438192
664	0.1836229906
665	0.1836122275
666	0.1835984593
667	0.1835758752
668	0.1835538999
669	0.1835299956
670	0.1835078155
671	0.1834831737
672	0.1834619057
673	0.1834459221
674	0.1834235212
675	0.183412002
676	0.1833973926
677	0.1833828672
678	0.1833669128
679	0.1833496689
680	0.1833322857
681	0.1833224034
682	0.1832946369
683	0.1832620886
684	0.1832419722
685	0.1832164609
686	0.183210424
687	0.1831955204
688	0.1831795732
689	0.183163229
690	0.1831319576
691	0.1831093806
692	0.183095886
693	0.1830778443
694	0.1830430483
695	0.1830242777
696	0.1830112794
697	0.1829818364
698	0.1829715315
699	0.1829536133
700	0.1829217229
701	0.1829006161
702	0.1828780356
703	0.1828660467
704	0.1828563087
705	0.1828430559
706	0.1828323667
707	0.182815314
708	0.1827942755
709	0.1827782085
710	0.1827573233
711	0.182742693
712	0.1827188442
713	0.1827066923
714	0.1826938964
715	0.1826709509
716	0.182652039
717	0.1826331179
718	0.1826137964
719	0.1825957562
720	0.1825700069
721	0.1825591005
722	0.1825376063
723	0.1825123289
724	0.1824931937
725	0.182472936
726	0.1824494319
727	0.1824311508
728	0.1824102779
729	0.1823934224
730	0.1823700713
731	0.1823483196
732	0.1823320989
733	0.1823180446
734	0.1823048782
735	0.1822773778
736	0.182267886
737	0.1822344231
738	0.1822148999
739	0.1821875196
740	0.1821743926
741	0.1821498514
742	0.1821258647
743	0.1821045149
744	0.1820878191
745	0.1820687547
746	0.1820552588
747	0.1820368924
748	0.1820238032
749	0.1820078164
750	0.1819992218
751	0.1819868241
752	0.1819662338
753	0.1819435679
754	0.1819317428
755	0.1819196434
756	0.1819065747
757	0.1818921276
758	0.1818710326
759	0.1818433822
760	0.1818190308
761	0.1818040834
762	0.1817892917
763	0.1817652129
764	0.1817442913
765	0.1817228252
766	0.18170544
767	0.1816964061
768	0.1816780603
769	0.1816594653
770	0.1816421265
771	0.1816186624
772	0.181603643
773	0.1815843039
774	0.1815573125
775	0.1815408124
776	0.1815267306
777	0.1815077323
778	0.1814898637
779	0.1814761475
780	0.1814598195
781	0.1814449709
782	0.181428787
783	0.181404598
784	0.1813885922
785	0.1813746619
786	0.1813571521
787	0.1813286295
788	0.181308092
789	0.1812906203
790	0.181277745
791	0.1812643383
792	0.181238899
793	0.1812121448
794	0.1811966812
795	0.1811777418
796	0.1811594827
797	0.1811395327
798	0.1811322573
799	0.181112264
800	0.1810999258
801	0.1810871205
802	0.1810733934
803	0.1810525937
804	0.1810371678
805	0.1810274331
806	0.1810157543
807	0.1809997733
808	0.1809790786
809	0.1809628205
810	0.1809487528
811	0.1809299054
812	0.180900321
813	0.1808871966
814	0.1808663546
815	0.1808525775
816	0.1808316529
817	0.1808056517
818	0.1807946914
819	0.1807784009
820	0.1807611096
821	0.180739223
822	0.1807087591
823	0.1806993544
824	0.1806877901
825	0.180668848
826	0.1806477925
827	0.1806285403
828	0.1806194264
829	0.1805947627
830	0.1805833454
831	0.1805720109
832	0.1805532506
833	0.1805426469
834	0.1805210403
835	0.1805062989
836	0.1804932664
837	0.1804797846
838	0.1804568812
839	0.1804321368
840	0.1804091538
841	0.180398448
842	0.1803753242
843	0.1803674553
844	0.1803405797
845	0.1803314788
846	0.1803151902
847	0.1802896848
848	0.1802748414
849	0.1802593896
850	0.1802390767
851	0.1802304403
852	0.1802172087
853	0.1802042718
854	0.180191387
855	0.1801725478
856	0.1801531875
857	0.1801344507
858	0.1801108914
859	0.1800934486
860	0.1800732782
861	0.1800550567
862	0.1800391382
863	0.1800190302
864	0.1800059303
865	0.1799893631
866	0.1799641923
867	0.1799303151
868	0.1799156025
869	0.1798932143
870	0.1798676499
871	0.1798425834
872	0.1798283298
873	0.1798125575
874	0.1797937796
875	0.1797666167
876	0.1797537896
877	0.1797385779
878	0.179726754
879	0.1797000382
880	0.1796825306
881	0.1796615159
882	0.179641309
883	0.1796249832
884	0.1796160367
885	0.1795902343
886	0.1795762069
887	0.1795569318
888	0.1795308515
889	0.1795094853
890	0.1794967347
891	0.1794686964
892	0.1794469568
893	0.179429027
894	0.1794058604
895	0.1793811628
896	0.1793551848
897	0.1793405485
898	0.1793271328
899	0.1793162207
900	0.1793003401
901	0.1792857971
902	0.1792606798
903	0.1792371091
904	0.1792164679
905	0.1791941574
906	0.1791709881
907	0.1791498267
908	0.179126825
909	0.1791114375
910	0.1790882888
911	0.1790731937
912	0.1790519159
913	0.1790301227
914	0.1790173252
915	0.1789898209
916	0.178975336
917	0.1789553429
918	0.178937073
919	0.1789138062
920	0.1788951035
921	0.178882144
922	0.1788711832
923	0.1788411292
924	0.178821195
925	0.1788076708
926	0.1787849405
927	0.1787622597
928	0.178745302
929	0.1787239192
930	0.1787086789
931	0.1786852527
932	0.1786577775
933	0.1786400412
934	0.1786168016
935	0.1786019476
936	0.1785900367
937	0.1785744257
938	0.1785566429
939	0.1785407521
940	0.1785236382
941	0.1785090039
942	0.1784948872
943	0.1784813908
944	0.1784577422
945	0.1784353993
946	0.1784238918
947	0.178413158
948	0.1783975969
949	0.1783756185
950	0.1783527178
951	0.1783327751
952	0.1783170307
953	0.1782978317
954	0.1782857381
955	0.1782705566
956	0.1782542827
957	0.1782384325
958	0.1782232312
959	0.178211689
960	0.1782014489
961	0.178182048
962	0.1781627098
963	0.1781508664
964	0.1781303748
965	0.1781105319
966	0.1780922441
967	0.1780634349
968	0.1780444316
969	0.1780322377
970	0.178008629
971	0.1779914388
972	0.1779723222
973	0.1779453682
974	0.1779317048
975	0.1779009409
976	0.1778812137
977	0.1778664478
978	0.1778495812
979	0.1778237496
980	0.1778109956
981	0.177796701
982	0.1777768311
983	0.1777523297
984	0.1777356726
985	0.1777036857
986	0.1776838495
987	0.1776669406
988	0.1776432352
989	0.1776292937
990	0.1776160056
991	0.1776006248
992	0.1775742109
993	0.1775549764
994	0.1775407218
995	0.1775338656
996	0.1775184291
997	0.1775014102
998	0.1774843427
999	0.1774733935
1000	0.1774548807
1001	0.1774451386
1002	0.1774171824
1003	0.1774010028
1004	0.1773855865
1005	0.1773654869
1006	0.1773391893
1007	0.1773212367
1008	0.1773025595
1009	0.1772935758
1010	0.1772763134
1011	0.1772695587
1012	0.1772517167
1013	0.1772507202
1014	0.1772322451
1015	0.1772145413
1016	0.1772004416
1017	0.177173861
1018	0.1771555734
1019	0.1771382652
1020	0.177124137
1021	0.1771031013
1022	0.1770890101
1023	0.1770611756
1024	0.1770467556
1025	0.1770276498
1026	0.177014946
1027	0.1769956574
1028	0.1769784562
1029	0.1769723885
1030	0.1769486278
1031	0.1769320994
1032	0.1769188631
1033	0.1768938137
1034	0.1768772272
1035	0.1768561588
1036	0.1768351422
1037	0.176825985
1038	0.1768096793
1039	0.1767985873
1040	0.1767840376
1041	0.1767688337
1042	0.1767489979
1043	0.1767291449
1044	0.1767087659
1045	0.1766924253
1046	0.176679695
1047	0.1766629997
1048	0.176652532
1049	0.1766423046
1050	0.1766332642
1051	0.1766205219
1052	0.1766073345
1053	0.176592222
1054	0.1765740338
1055	0.1765569374
1056	0.1765450361
1057	0.1765277274
1058	0.1765106758
1059	0.1764923456
1060	0.1764707723
1061	0.1764575839
1062	0.1764341987
1063	0.1764224906
1064	0.1764093921
1065	0.1763826779
1066	0.1763643286
1067	0.1763477574
1068	0.1763270445
1069	0.1763049806
1070	0.1762948609
1071	0.1762740824
1072	0.1762573944
1073	0.1762423123
1074	0.176221649
1075	0.1762029037
1076	0.1761921096
1077	0.1761840215
1078	0.1761631486
1079	0.1761435875
1080	0.1761175799
1081	0.1761030933
1082	0.1760821127
1083	0.1760647121
1084	0.1760463039
1085	0.1760359616
1086	0.1760132699
1087	0.1759929124
1088	0.1759800951
1089	0.1759685584
1090	0.1759518771
1091	0.1759241943
1092	0.1758998355
1093	0.1758840715
1094	0.1758661012
1095	0.1758554998
1096	0.1758357212
1097	0.1758201331
1098	0.1757981076
1099	0.1757879141
1100	0.175753157
1101	0.1757407024
1102	0.1757219606
1103	0.1757105912
1104	0.1756906968
1105	0.1756684413
1106	0.1756511408
1107	0.1756325897
1108	0.1756076157
1109	0.1755887323
1110	0.1755644078
1111	0.1755561166
1112	0.1755330398
1113	0.1755194602
1114	0.1755014853
1115	0.1754865926
1116	0.1754769902
1117	0.1754621009
1118	0.1754368736
1119	0.1754199974
1120	0.1753967256
1121	0.1753836243
1122	0.1753675116
1123	0.1753565714
1124	0.1753485607
1125	0.1753332781
1126	0.1753194539
1127	0.1752937846
1128	0.1752783487
1129	0.1752659835
1130	0.1752651992
1131	0.175253767
1132	0.1752333577
1133	0.1752167375
1134	0.1752026603
1135	0.1751795953
1136	0.1751635154
1137	0.1751506009
1138	0.1751340403
1139	0.1751237534
1140	0.1751129606
1141	0.1750977885
1142	0.1750832621
1143	0.1750672229
1144	0.1750524067
1145	0.1750313232
1146	0.1750115047
1147	0.1750000025
1148	0.1749857519
1149	0.1749642788
1150	0.1749565845
1151	0.1749346741
1152	0.1749177044
1153	0.1749071369
1154	0.1748855482
1155	0.1748694552
1156	0.1748537747
1157	0.1748371618
1158	0.1748269246
1159	0.1748085427
1160	0.1747976112
1161	0.1747842556
1162	0.1747589227
1163	0.1747435313
1164	0.1747223525
1165	0.1747006124
1166	0.1746870189
1167	0.1746757271
1168	0.1746514282
1169	0.1746391663
1170	0.1746243691
1171	0.1746113843
1172	0.1745869792
1173	0.1745614516
1174	0.1745453271
1175	0.1745324277
1176	0.1745194796
1177	0.174506756
1178	0.1744865128
1179	0.1744734791
1180	0.1744531013
1181	0.1744378826
1182	0.174429769
1183	0.1744115899
1184	0.174393119
1185	0.1743718733
1186	0.1743555487
1187	0.1743451907
1188	0.1743339812
1189	0.1743239626
1190	0.1743080656
1191	0.1742901891
1192	0.1742794524
1193	0.1742597982
1194	0.1742415763
1195	0.1742293084
1196	0.1742016823
1197	0.174180216
1198	0.1741684016
1199	0.1741520812
1200	0.1741335728
1201	0.17411497
1202	0.1740902109
1203	0.1740702571
1204	0.1740565837
1205	0.1740312672
1206	0.1740173437
1207	0.1739979982
1208	0.1739786229
1209	0.1739536638
1210	0.1739313159
1211	0.1739166238
1212	0.1738964406
1213	0.1738738104
1214	0.1738543431
1215	0.1738348954
1216	0.1738164396
1217	0.1738072355
1218	0.1737915515
1219	0.173774379
1220	0.173763586
1221	0.1737480263
1222	0.1737364749
1223	0.1737199459
1224	0.1737011326
1225	0.1736820825
1226	0.1736649044
1227	0.1736419961
1228	0.1736297294
1229	0.1736101946
1230	0.1735915352
1231	0.1735739221
1232	0.1735552284
1233	0.1735301496
1234	0.1735054899
1235	0.1734956458
1236	0.1734781767
1237	0.1734581211
1238	0.17343628
1239	0.1734147381
1240	0.1733973104
1241	0.1733882492
1242	0.1733743313
1243	0.1733619313
1244	0.1733505275
1245	0.1733415132
1246	0.1733338301
1247	0.1733237083
1248	0.1733164878
1249	0.1732927002
1250	0.1732533269
1251	0.1732377179
1252	0.173224937
1253	0.1732087802
1254	0.1731990226
1255	0.1731801295
1256	0.1731582349
1257	0.1731436099
1258	0.1731377198
1259	0.1731202941
1260	0.1731006016
1261	0.173080536
1262	0.1730653182
1263	0.1730471673
1264	0.1730340673
1265	0.1730225781
1266	0.1730029073
1267	0.1729849889
1268	0.1729720219
1269	0.1729483204
1270	0.172932482
1271	0.1729224759
1272	0.172892865
1273	0.1728780032
1274	0.1728677456
1275	0.1728571404
1276	0.1728406677
1277	0.1728241071
1278	0.1728154539
1279	0.1728025449
1280	0.1727887719
1281	0.1727778019
1282	0.1727603692
1283	0.1727461434
1284	0.1727310712
1285	0.1727185539
1286	0.1727051654
1287	0.1726953013
1288	0.1726815874
1289	0.1726616852
1290	0.1726464111
1291	0.1726335989
1292	0.1726193101
1293	0.1725939941
1294	0.1725746053
1295	0.1725575321
1296	0.1725396364
1297	0.1725149692
1298	0.1725007219
1299	0.1724819265
1300	0.1724749277
1301	0.1724589237
1302	0.1724435963
1303	0.1724305829
1304	0.1724203956
1305	0.1724049931
1306	0.1723955041
1307	0.1723838144
1308	0.1723692172
1309	0.1723560904
1310	0.1723413471
1311	0.1723207657
1312	0.1723070187
1313	0.1722815447
1314	0.1722684038
1315	0.1722554614
1316	0.1722383244
1317	0.1722198771
1318	0.1722029738
1319	0.1721771778
1320	0.1721570992
1321	0.1721413928
1322	0.1721212988
1323	0.1720921027
1324	0.1720718313
1325	0.1720571016
1326	0.1720397488
1327	0.1720186939
1328	0.1719939178
1329	0.1719778827
1330	0.1719569722
1331	0.171942643
1332	0.1719289142
1333	0.1719186993
1334	0.1719004672
1335	0.1718917028
1336	0.1718667139
1337	0.1718583647
1338	0.171836739
1339	0.1718085214
1340	0.1717926648
1341	0.1717880613
1342	0.1717754112
1343	0.1717619937
1344	0.1717492995
1345	0.1717392724
1346	0.1717256822
1347	0.1717187624
1348	0.1716994356
1349	0.1716877563
1350	0.1716696406
1351	0.1716570487
1352	0.1716433136
1353	0.1716274258
1354	0.17160718
1355	0.1715970815
1356	0.1715801913
1357	0.1715595309
1358	0.1715425493
1359	0.1715337407
1360	0.1715245207
1361	0.1715238606
1362	0.1715132486
1363	0.1714989335
1364	0.1714836877
1365	0.1714733074
1366	0.1714588112
1367	0.1714493738
1368	0.1714361654
1369	0.1714153725
1370	0.1713972052
1371	0.1713887959
1372	0.1713882198
1373	0.1713783749
1374	0.1713641999
1375	0.171343861
1376	0.1713302912
1377	0.1713195937
1378	0.1713046836
1379	0.171295493
1380	0.1712760956
1381	0.17126053
1382	0.1712478932
1383	0.1712431975
1384	0.1712217432
1385	0.171208009
1386	0.171199118
1387	0.1711878683
1388	0.1711674338
1389	0.1711609057
1390	0.1711472151
1391	0.1711235255
1392	0.1710983594
1393	0.1710909284
1394	0.1710769194
1395	0.1710516533
1396	0.1710383109
1397	0.1710260904
1398	0.1710074633
1399	0.1709947617
1400	0.170974245
1401	0.1709627271
1402	0.1709501156
1403	0.1709379814
1404	0.170917674
1405	0.1709063165
1406	0.1708931176
1407	0.1708797699
1408	0.1708671773
1409	0.1708525897
1410	0.1708309996
1411	0.1708152016
1412	0.170793538
1413	0.1707721898
1414	0.1707493759
1415	0.1707302993
1416	0.1707177885
1417	0.1706884443
1418	0.1706717855
1419	0.1706583223
1420	0.1706446739
1421	0.170633005
1422	0.1706113307
1423	0.1706005407
1424	0.1705870249
1425	0.1705735179
1426	0.1705632394
1427	0.1705510076
1428	0.170523704
1429	0.1705061157
1430	0.1704992682
1431	0.1704827455
1432	0.1704647744
1433	0.1704465182
1434	0.1704220146
1435	0.1704125313
1436	0.1703761908
1437	0.1703551801
1438	0.1703366723
1439	0.1703164318
1440	0.170307531
1441	0.1702937239
1442	0.1702807317
1443	0.1702632345
1444	0.1702556555
1445	0.1702369129
1446	0.1702307828
1447	0.1702194528
1448	0.1702119909
1449	0.1701899666
1450	0.1701791215
1451	0.1701582317
1452	0.1701401984
1453	0.1701198603
1454	0.170106589
1455	0.1700894993
1456	0.1700794189
1457	0.1700659975
1458	0.1700533388
1459	0.1700312478
1460	0.1700161858
1461	0.1699994892
1462	0.1699913334
1463	0.1699817155
1464	0.1699666909
1465	0.1699514633
1466	0.169935525
1467	0.1699276284
1468	0.1699104615
1469	0.1698949559
1470	0.1698743862
1471	0.1698605027
1472	0.1698433343
1473	0.1698301965
1474	0.1698178852
1475	0.1698050923
1476	0.1697907152
1477	0.169781378
1478	0.1697635575
1479	0.1697518596
1480	0.1697372061
1481	0.1697242595
1482	0.1697036546
1483	0.1696853633
1484	0.1696667759
1485	0.1696544119
1486	0.1696328351
1487	0.1696227425
1488	0.169601351
1489	0.1695752155
1490	0.1695669325
1491	0.169558589
1492	0.1695444177
1493	0.1695211288
1494	0.1695105684
1495	0.1694954717
1496	0.1694737927
1497	0.1694565088
1498	0.1694332673
1499	0.1694206179
1500	0.1694101348
1501	0.1693893554
1502	0.1693691803
1503	0.1693538147
1504	0.1693355127
1505	0.1693208776
1506	0.1693105174
1507	0.1693036315
1508	0.169289756
1509	0.1692779421
1510	0.1692586351
1511	0.1692469788
1512	0.1692307128
